,PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus
10223,2300867,02/20/2010 03:08:53,144776,07/24/2009 21:54:38,32,2,"How can I avoid ""duplicate symbol"" errors in xcode with shared static libraries?","I have static libraries A, B and C organized into xCode projects.  A and B depend on C.  When I build an iPhone project that depends on A and B, I get a linker error that a duplicate symbol (from C) was detected in A and B.  How can I organize these three static libraries so I can include them in other xCode projects without experiencing this error?",xcode,objective-c,,,,,open
55545,8023945,11/05/2011 23:02:03,700825,04/10/2011 12:35:31,439,2,why compilers dont support c++11 thread_local storage?,"AFAIK both g++ and cl both support compiler specific TL storage... so Im wondering is C++11 TLS  different from what they support now?

> Thread Local Storage (TLS) is the method by which each thread in a
> given multithreaded process can allocate locations in which to store
> thread-specific data. Dynamically bound (run-time) thread-specific
> data is supported by way of the TLS API ([TlsAlloc], [TlsGetValue],
> [TlsSetValue], and [TlsFree]). Win32 and the Visual C++ compiler now
> support statically bound (load-time) per-thread data in addition to
> the existing API implementation.

Also for VS **11** support is listed as partial
For g++ it is not even in GCC4.7",compiler,c++11,threadlocal,,,11/13/2011 16:18:29,off topic
12122,1781548,11/23/2009 07:15:00,193560,10/21/2009 04:37:45,2,0,please can anyone check this code for image uploading,"Hi i want to upload only images getting some problem with this please can anyone check below code

<?php
$target_path = ""../test/sites/default/files/ourfiles/"";
$target_path = $target_path . basename( $_FILES['uploadedfile']['name']); 

if ((($_FILES[""file""][""type""] == ""image/gif"")
|| ($_FILES[""file""][""type""] == ""image/jpeg"")
|| ($_FILES[""file""][""type""] == ""image/pjpeg""))
&& ($_FILES[""file""][""size""] < 20000))
  {
  if ($_FILES[""file""][""error""] > 0)
    {
    echo ""Return Code: "" . $_FILES[""file""][""error""] . ""<br />"";
    }
  else
    {
    echo ""Upload: "" . $_FILES[""file""][""name""] . ""<br />"";
    echo ""Type: "" . $_FILES[""file""][""type""] . ""<br />"";
    echo ""Size: "" . ($_FILES[""file""][""size""] / 1024) . "" Kb<br />"";
    echo ""Temp file: "" . $_FILES[""file""][""tmp_name""] . ""<br />"";

    if (file_exists($_FILES['file']['name']))
      {
      echo $_FILES['file']['name'] . "" already exists. "";
      }
    else
      {
      move_uploaded_file($_FILES[""file""][""tmp_name""],
      $target_path);
      echo ""Stored in: "" .  basename( $_FILES['uploadedfile']['name']);
      }
    }
  }
else
  {
  echo ""Invalid file"";
  }
?> ",php,mysql,,,,05/12/2010 19:28:41,not a real question
110099,4727351,01/18/2011 17:57:52,559611,01/01/2011 03:30:12,56,0,python implemented in assembly,Am just being curious but I would like to know whether python can be implemented in assembly and if not why has it not been done to help for speed issues. forgive my naivete in matters of programming languages.,python,,,,,01/19/2011 01:55:03,not a real question
76523,9184698,02/07/2012 22:04:41,229810,12/11/2009 17:29:20,678,49,Is com.google.common.collect.Ordering.arbitrary reliable in a 64-bit address space?,"`com.google.common.collect.arbitrary()` claims to produce a reliable comparison of arbitrary objects via `System.identityHashCode(Object)`.  However, since the hashCode is a 32-bit quantity, I don't see how this could work in a 64-bit address space, where there may be more than 2**32 object instances.  Is my skepticism justified?

  [1]: http://guava-libraries.googlecode.com/svn/trunk/javadoc/com/google/common/collect/Ordering.html#arbitrary%28%29",java,comparable,,,,,open
23132,7297404,09/04/2011 04:22:47,845451,07/14/2011 21:44:18,79,1,Problem with posting a link on Facebook,"This is my website: http://ilikeyou.tk.  
My problem is that when I want to share it as a link, instead of showing the proper title, description and thumbnail, it shows 'ilikeyou.tk' as the title and description.  
It used to work, I tried to debug the url through facebook a few times.  
When you click 'LIKE' on anything, it shares the page on the wall and it seems to work then.

What's wrong?",facebook,facebook-graph-api,,,,09/04/2011 20:42:56,off topic
40050,5945016,05/10/2011 04:00:02,746113,05/10/2011 04:00:02,1,0,Ruby on Rails versus WCF,"I would like to setup a web service to send data from an android app to a web server and then retrieve that data from other Android devices from within the same app.

I would like to know some of your opinions on the advantages\disadvantages between RoR and WCF for building the server-side. ",wcf,web-services,programming-languages,,,05/11/2011 06:21:34,not a real question
45749,9479227,02/28/2012 09:18:20,1127572,01/03/2012 09:58:20,10,0,coldfusion error message,"I'm getting the following coldfusion error message

    Could not initialize class coldfusion.tagext.NativeCfx

I've tried searching google but can't find anything on thsi error. has anybody come accross this before?

Thanks

James",coldfusion,,,,,03/01/2012 22:28:20,not a real question
58608,659422,03/18/2009 17:53:58,22039,09/25/2008 07:57:05,259,20,Server 2008 VPS providers,"I am looking for an affordable and reliable VPS solution serving Windows Server 2008 Use case is to run a Continuous Integration build Server for an asp.net mvc site project.   


Any suggestions?
",vps,windows,windows2008,,,03/18/2012 15:54:07,not constructive
63065,7798784,10/17/2011 19:52:13,445714,09/12/2010 18:34:42,68,0,IPv4 and IPv6 changes,"This is a practise exam question which has no answers, can someone help?

Explain how the change of address structure between IPv4 and IPv6 makes the
latter better suited for the future. Give three examples of new services that will be
better served by IPv6.

As we are running out of IPv4 address, the new structure of an IPv6 address can give us even more address which we would be unlikely to run out off. This is done cause IPv4 was 32 bit so gave us 2^32 addresses where as IPv6 will give us 2^128 addresses

I just dont understand the three examples of new services that would be better served by IPV6

",ip,exam,,,,10/19/2011 02:51:28,off topic
63625,6168840,05/29/2011 16:18:39,398431,07/21/2010 20:25:29,1625,3,Get high remainder after division in javascript,"7/2 = 3.5

How do I get high number of the remainder? In this example it should be 4, not 3.",javascript,html,division,remainder,,,open
75402,7222322,08/28/2011 16:47:44,237681,12/23/2009 15:31:25,2042,26,Are there any big websites which uses frameworks?,"Are there any *big* websites which uses PHP frameworks like CakePHP or Codeigniter? 

I am thinking of creating a big project (I mean, writing lots of code) and I've learnt a CakePHP so far, it looks very nice, but would you suggest me using it for a big project? ",php,zend-framework,codeigniter,cakephp,frameworks,08/28/2011 19:51:10,not constructive
49141,8530443,12/16/2011 06:08:38,848550,07/17/2011 09:40:19,162,6,Python PIL: image crop with black area if not enough photo region,"I want to make thumb and crop it to needed size. It works fine, but if my new thumb area is smaller than crop one, all empty space fills with black color.
Code:

    import os
    from PIL import Image

    def resize(file_path):
        file, ext = os.path.splitext(file_path)
        im = Image.open(file_path)
        size = (100, 'auto')
        new_path = file + ""_.jpg""
        im.thumbnail(size, Image.ANTIALIAS)
        region = im.crop((0, 0, 100, 100))
        region.save(new_path, ""JPEG"")
Maybe there is some option like max_height for crop method or anything else?

Thanks!
![enter image description here][1]


  [1]: http://i.stack.imgur.com/XI3zX.jpg",python,pil,,,,,open
65139,10230842,04/19/2012 14:56:38,458700,09/26/2010 13:30:05,482,10,how to disable resize on html page in javascript,How to be able to disable resize of html page in javascript in onLoad method please any help as soon as you can,javascript,html,,,,04/20/2012 04:21:41,not a real question
44323,11535053,07/18/2012 05:55:18,1533723,07/18/2012 05:41:15,1,0,Not able to set multiple IStatus messages in IValidationContext Eclipse EMF,"I am using emf validation framework and need to validate 2 variables in the same validator class. I am not able to set 2 error messages in the IValidationContext object i.e.,
I tried     
    IValidationContext ctx;
    ctx.createFailureMessage(new String[]{a,b});

This did not work.
I also tried setting a list of IStatus in ctx.createFailureMessage(). This also doesn't work.

Is it not possible to add multiple failure messages in the same validation context?
",eclipse-emf,,,,,,open
40335,3783539,09/24/2010 01:06:21,14357,09/16/2008 23:23:24,11075,538,Disposing IDisposable items generated by Observable,"I have an `Observable<WebResponse>` (`WebResponse` implements `IDisposable`)

    responseObservable
        .Where(webResponse => webResponse.ContentType.StartsWith(""text/html""))
        .Do(ProcessAndDispose)
        .Run()


so, I'm discarding responses that aren't ""text/html"". How would I dispose of these?

More abstractly: If I have an `Observable<IDisposable>`, how do I deal with the disposal of generated items?",idisposable,system.reactive,,,,,open
62653,9870800,03/26/2012 10:52:13,956575,09/21/2011 09:31:01,143,1,LsaApLogonUser p/invoke C/C++ to C#,"I am trying to get user token which was already authenticated through VPN. But I don't know C/C++. Could anyone help me to convert and invoke this function in c# code?   

      NTSTATUS LsaApLogonUser(
     __in   PLSA_CLIENT_REQUEST ClientRequest,
     __in   SECURITY_LOGON_TYPE LogonType,
     __in   PVOID AuthenticationInformation,
     __in   PVOID ClientAuthenticationBase,
     __in   ULONG AuthenticationInformationLength,
     __out  PVOID *ProfileBuffer,
     __out  PULONG ProfileBufferLength,
     __out  PLUID LogonId,
     __out  PNTSTATUS SubStatus,
     __out  PLSA_TOKEN_INFORMATION_TYPE TokenInformationType,
     __out  PVOID *TokenInformation,
     __out  PLSA_UNICODE_STRING *AccountName,
     __out  PLSA_UNICODE_STRING *AuthenticatingAuthority
      );
MSDN link: http://msdn.microsoft.com/en-us/library/windows/desktop/aa378244(v=vs.85).aspx

Thanks!",c#,c++,c,,,03/26/2012 16:36:25,not a real question
